name,company,year,Price,kms_driven,fuel_type
Hyundai0Verna01.60EX0VTVT,Hyundai,2017,"8,00,000","12,0000kms",Petrol
BMW050Series0520d0Sedan,BMW,2011,"12,99,000","49,0000kms",Diesel
Skoda0Superb01.80TFSI0AT,Skoda,2011,"5,30,000","68,0000kms",Petrol
Audi0Q302.00TDI0quattro0Premium,Audi,2013,"14,99,000","37,0000kms",Diesel
Mahindra0Bolero0DI0BSII,Mahindra,2012,"2,20,000","59,4660kms",Diesel
Maruti0Suzuki0Zen0Estilo0LXI0Green0CNG,Maruti,2011,Ask0For0Price,"16,0000kms",Petrol
Mahindra0Scorpio0S10,Mahindra,2015,"9,00,000","97,2000kms",Diesel
Ford0Figo0Duratorq0Diesel0Titanium01.4,Ford,2012,"2,50,000","99,0000kms",Diesel
Maruti0Suzuki0Wagon0R0VXI0BS0IV,Maruti,2018,"3,95,000","25,5000kms",Petrol
Mahindra0Logan0Diesel01.50DLS,Mahindra,2009,"1,30,000","66,0000kms",Petrol
Tata0Nano0GenX0XMA,Tata,2010,"32,000","44,0050kms",Petrol
Mahindra0TUV3000T40Plus,Mahindra,2016,"5,40,000","35,0000kms",Diesel
Mahindra0TUV3000T40Plus,Mahindra,2016,"5,40,000","35,0000kms",Diesel
Hyundai0Elite0i200Magna01.2,Hyundai,2015,"4,05,000","28,0000kms",Petrol
Hyundai0Elite0i200Magna01.2,Hyundai,2015,"4,00,000","30,0000kms",Petrol
Honda0City0SV,Honda,2017,"7,60,000","4,0000kms",Petrol
Maruti0Suzuki0Baleno0Delta01.2,Maruti,2016,"5,00,000","28,0000kms",Petrol
Ford0Figo0Petrol0LXI,Ford,2011,"1,75,000","75,0000kms",Petrol
Mahindra0Scorpio0S10,Mahindra,2015,"9,00,000","97,2000kms",Diesel
Honda0City,Honda,2017,"7,50,000","3,0000kms",Petrol
Hyundai0Elite0i200Magna01.2,Hyundai,2015,"4,19,000","20,0000kms",Petrol
Maruti0Suzuki0Versa0DX2080SEATER0BSIII,Maruti,2004,"90,000","50,0000kms",Petrol
Hyundai0Eon0Era0Plus,Hyundai,2018,"1,40,000","2,1100kms",Petrol
Mitsubishi0Pajero0Sport0Limited0Edition,Mitsubishi,2015,"15,40,000","43,2220kms",Petrol
Hyundai0i100Magna01.20Kappa2,Hyundai,2008,"2,75,000","1,00,2000kms",Petrol
Toyota0Corolla0H2,Toyota,2003,"1,50,000","1,00,0000kms",Petrol
Maruti0Suzuki0Swift0Dzire0Tour0VXi,Maruti,2011,"2,30,000",650kms,Petrol
Tata0Indigo0CS0eLS0BS0IV,Tata,2015,"1,23,000","1,00,0000kms",Diesel
Mahindra0Scorpio0S10,Mahindra,2015,"9,00,000","97,2000kms",Diesel
Mahindra0Scorpio0S10,Mahindra,2015,"9,00,000","97,2000kms",Diesel
Hyundai0Xcent0Base01.10CRDi,Hyundai,2016,"3,00,000","1,40,0000kms",Diesel
Honda0City,Honda,2015,"4,99,999","55,0000kms",Petrol
Hyundai0Accent0Executive0Edition,Hyundai,2009,"1,65,000","48,0000kms",Petrol
Maruti0Suzuki0Baleno0Delta01.2,Maruti,2016,"4,98,000","22,0000kms",Petrol
Tata0Zest0XE0750PS0Diesel,Tata,2018,"4,80,000","1,03,5530kms",Diesel
Maruti0Suzuki0Dzire0LDI,Maruti,2017,"4,88,000","80,0000kms",Diesel
Tata0Sumo0Gold0LX0BS0IV,Tata,2014,"2,50,000","99,0000kms",Diesel
Toyota0Corolla0Altis0GL0Petrol,Toyota,2010,"2,20,000","58,0000kms",Petrol
Maruti0Suzuki0Eeco070STR,Maruti,2013,"2,90,000","70,0000kms",LPG
Toyota0Fortuner03.004x20MT,Toyota,2015,"15,25,000","1,20,0000kms",Diesel
Mahindra0XUV5000W6,Mahindra,2013,"5,48,900","49,8000kms",Diesel
Tata0Tigor0Revotron0XZ,Tata,2019,"6,50,000",1000kms,Diesel
Maruti0Suzuki0800,Maruti,2001,"55,000","81,8760kms",Petrol
Maruti0Suzuki0Ertiga0Vxi,Maruti,2015,"5,50,000","75,0000kms",Petrol
Maruti0Suzuki0Versa0DX2080SEATER0BSIII,Maruti,2004,"90,000","50,0000kms",Petrol
Honda0Mobilio0S0i0DTEC,Honda,2014,"3,99,000","44,0000kms",Diesel
Maruti0Suzuki0Ertiga,Maruti,2016,"7,30,000","55,0000kms",Diesel
Maruti0Suzuki0Vitara0Brezza,Maruti,2017,"7,25,000","36,0000kms",Diesel
Hyundai0Verna01.60CRDI0E,Hyundai,2016,"1,95,000","56,0000kms",Diesel
Maruti0Suzuki0Swift0VXI0BSIII,Maruti,2007,"1,30,000","62,0000kms",Petrol
Toyota0Fortuner03.004x20MT,Toyota,2015,"15,25,000","1,20,0000kms",Diesel
Maruti0Suzuki0Omni0Select0Variant,Maruti,2014,"1,90,000","6,0200kms",Petrol
Honda0Amaze,Honda,2013,"2,50,000","55,7000kms",Diesel
Tata0Indica,Tata,2005,"80,000","42,0000kms",Petrol
Hyundai0Santro0Xing,Hyundai,2003,"1,20,000","50,0000kms",Petrol
Maruti0Suzuki0Zen0Estilo,Maruti,2010,"1,49,000","35,0000kms",Petrol
Maruti0Suzuki0Wagon0R0LXI0BS0IV,Maruti,2014,"2,50,000","18,5000kms",Petrol
Maruti0Suzuki0Wagon0R,Maruti,2007,"1,20,000","7,0000kms",Petrol
Honda0Brio0VX0AT,Honda,2017,"4,50,000","11,0000kms",Petrol
Hyundai0Xcent0Base01.10CRDi,Hyundai,2015,Ask0For0Price,"1,80,0000kms",Diesel
Maruti0Suzuki0Zen0LXi0BSII,Maruti,2003,"99,999","53,0000kms",Petrol
Maruti0Suzuki0Zen0Estilo0LXI0Green0CNG,Maruti,2008,"1,35,000","23,0000kms",Petrol
Maruti0Suzuki0Wagon0R0Select0Variant,Maruti,2016,"2,25,000","35,5000kms",Diesel
Maruti0Suzuki0Alto0LXi0BS0III,Maruti,2010,"99,000","22,1340kms",Petrol
Renault0Kwid0RXT,Renault,2019,"3,70,000","1,0000kms",Petrol
Tata0Nano0Lx0BSIV,Tata,2010,"52,000","9,0000kms",Petrol
Jaguar0XE0XE0Portfolio,Jaguar,2016,"28,00,000","8,5000kms",Petrol
Hyundai0Xcent0S01.2,Hyundai,2015,Ask0For0Price,"35,0000kms",Petrol
Hyundai0Eon0Magna0Plus,Hyundai,2014,"1,90,000","35,0000kms",Petrol
Honda0City01.50S0MT,Honda,2014,"4,99,000","22,0000kms",Petrol
Hindustan0Motors0Ambassador,Hindustan,2002,"90,000","25,0000kms",Diesel
Maruti0Suzuki0Ritz0GENUS0VXI,Maruti,2010,"1,49,000","40,0000kms",Petrol
Hyundai0Grand0i100Magna0AT01.20Kappa0VTVT,Hyundai,2017,"4,00,000","20,0000kms",Petrol
Hyundai0Eon0D0Lite0Plus,Hyundai,2016,"1,20,000","87,0000kms",Petrol
Maruti0Suzuki0Swift0Dzire0VXi01.20BS0IV,Maruti,2015,"2,50,000","55,0000kms",Petrol
Maruti0Suzuki0Wagon0R0VXI0BS0IV,Maruti,2017,"3,75,000","23,0000kms",Petrol
Honda0Amaze01.20VX0i0VTEC,Honda,2014,"3,81,000","6,0000kms",Petrol
Maruti0Suzuki0Estilo0VXi0ABS0BS0IV,Maruti,2013,"1,80,000","65,0000kms",Petrol
Maruti0Suzuki0Vitara0Brezza0LDi0O,Maruti,2016,"5,80,000","25,0000kms",Diesel
Maruti0Suzuki0Eeco050STR0WITH0AC0HTR,Maruti,2015,"2,78,000","39,0000kms",Petrol
Toyota0Innova02.00V,Toyota,2009,Ask0For0Price,"15,5740kms",Diesel
Hyundai0Creta01.60SX0Plus0Petrol0AT,Hyundai,2016,"10,00,000","8,0000kms",Petrol
Mahindra0Scorpio0Vlx0BSIV,Mahindra,2013,"6,90,000","75,0000kms",Diesel
Maruti0Suzuki0Ertiga0VDi,Maruti,2012,"4,80,000","51,0000kms",Diesel
Mitsubishi0Lancer01.80LXi,Mitsubishi,2006,"85,000","50,0000kms",Petrol
Maruti0Suzuki0Maruti08000AC,Maruti,2001,"40,000","75,0000kms",Petrol
Maruti0Suzuki0Alto08000LXI0CNG0O,Maruti,2015,"90,000","55,8000kms",Petrol
Hyundai0Grand0i100Magna01.20Kappa0VTVT,Hyundai,2015,"3,40,000","53,0000kms",Petrol
Hyundai0Eon0D0Lite0Plus,Hyundai,2018,"2,60,000","25,0000kms",Petrol
Ford0Fiesta0SXi01.60ABS,Ford,2009,"2,50,000","56,4000kms",Petrol
Maruti0Suzuki0Ritz0VDi,Maruti,2010,"1,80,000","72,1600kms",Diesel
Hyundai0Verna0Fluidic0New,Hyundai,2012,"3,50,000","10,0000kms",Diesel
Maruti0Suzuki0Wagon0R0LXi0BS0III,Maruti,2006,"90,001","48,0000kms",Petrol
Maruti0Suzuki0Estilo0LX0BS0IV,Maruti,2007,"1,15,000","36,0000kms",Petrol
Audi0A602.00TDI0Premium,Audi,2012,"15,99,000","11,5000kms",Diesel
Maruti0Suzuki0Wagon0R0LXi0BS0III,Maruti,2003,"1,30,000","1,33,0000kms",Petrol
Maruti0Suzuki0Wagon0R,Maruti,2009,"1,59,000","27,0000kms",Petrol
Maruti0Suzuki0Wagon0R,Maruti,2009,"1,60,000","35,0000kms",Petrol
Maruti0Suzuki0Alto,Maruti,2010,"1,10,000","55,0000kms",Petrol
Maruti0Suzuki0Baleno0Sigma01.2,Maruti,2016,"4,25,000","40,0000kms",Petrol
Hyundai0Verna01.60SX0VTVT0AT,Hyundai,2019,"9,00,000","2,0000kms",Petrol
Maruti0Suzuki0Swift0GLAM,Maruti,2009,"1,50,000","45,0000kms",Petrol
Hyundai0Getz0Prime01.30GVS,Hyundai,2009,"1,10,000","20,0000kms",Petrol
Hyundai0Santro,Hyundai,2000,"51,999","88,0000kms",Petrol
Hyundai0Getz0Prime01.30GLX,Hyundai,2009,"1,15,000","20,0000kms",Petrol
Chevrolet0Beat0PS0Diesel,Chevrolet,2012,"2,15,000","65,4220kms",Diesel
Ford0EcoSport0Trend01.50Ti0VCT,Ford,2017,"5,80,000","10,0000kms",Petrol
Maruti0Suzuki0Dzire0ZXI,Maruti,2013,"3,80,000","35,0000kms",Petrol
Hyundai0Fluidic0Verna01.60CRDi0SX,Hyundai,2013,"3,50,000","1,17,0000kms",Diesel
Tata0Indica0V20DLG,Tata,2005,"35,000","1,50,0000kms",Diesel
BMW0X10xDrive20d0xLine,BMW,2011,"11,50,000","72,0000kms",Diesel
Hyundai0i200Asta01.2,Hyundai,2010,"3,00,000","10,7500kms",Petrol
Honda0City01.50V0AT,Honda,2009,"2,69,000","55,0000kms",Petrol
Tata0Nano,Tata,2013,"60,000","6,8000kms",Petrol
Chevrolet0Cruze0LTZ0AT,Chevrolet,2014,"4,00,000","41,0000kms",Diesel
Hyundai0Verna0Fluidic0New,Hyundai,2015,"4,30,000","73,0000kms",Diesel
Hyun,Hyundai,Eon,Ask0For0Price,,
Maruti0Suzuki0Swift0Dzire0VDi,Maruti,2011,"1,40,000","65,0000kms",Diesel
Mahindra0XUV5000W6,Mahindra,2014,"85,00,003","45,0000kms",Diesel
Mahindra0XUV5000W10,Mahindra,2018,"12,99,000","40,0000kms",Diesel
Maruti0Suzuki0Alto0K100LXi0CNG,Maruti,2014,"1,99,000","37,0000kms",Petrol
Hyundai0Accent0GLE,Hyundai,2006,"90,000","55,0000kms",Petrol
Force0Motors0One0SUV,Force,2013,"5,50,000","1,40,0000kms",Diesel
Datsun0Go0Plus0T0O,Datsun,2016,Ask0For0Price,50kms,Petrol
Maruti0Suzuki0Alto,Maruti,2019,"2,65,000","9,8000kms",Petrol
Chevrolet0Spark01.00LT,Chevrolet,2011,"1,00,000","27,0000kms",Petrol
Hyundai0i10,Hyundai,2009,"2,15,000","27,0000kms",Petrol
Toyota0Etios0Liva0GD,Toyota,2012,"3,80,000","20,0000kms",Diesel
Renault0Duster085PS0Diesel0RxL0Optional0with0Nav,Renault,2013,"4,01,919","57,9230kms",Diesel
Chevrolet0Enjoy,Chevrolet,2014,"4,90,000","30,2010kms",Diesel
Maruti0Suzuki0Alto08000Lxi,Maruti,2017,"2,80,000","6,2000kms",Petrol
BMW050Series0530i,BMW,2009,"6,50,000","37,5180kms",Petrol
Toyota0Etios0Liva0G,Toyota,2014,"1,60,000","24,6520kms",Petrol
Mahindra0Jeep0MM05500XDB,Mahindra,2004,"4,24,000",3830kms,Diesel
Chevrolet0Beat0LS0Diesel,Chevrolet,2016,"2,25,000","95,0000kms",Diesel
Chevrolet0Cruze0LTZ,Chevrolet,2011,"3,50,000","35,0000kms",Diesel
Jeep0Wrangler0Unlimited04x40Diesel,Jeep,2015,"9,50,000","3,5280kms",Diesel
Maruti0Suzuki0Ertiga0VDi,Maruti,2013,"4,85,000","52,5000kms",Diesel
Hyundai0Verna0VGT0CRDi0SX0ABS,Hyundai,2010,"2,05,000","47,9000kms",Diesel
Maruti0Suzuki0Omni,Maruti,2012,"1,60,000","14,0000kms",Petrol
Maruti0Suzuki0Celerio0VDi,Maruti,2018,"3,10,000","37,0000kms",Petrol
Tata0Zest0Quadrajet01.3,Tata,2017,"1,80,000","90,0000kms",Diesel
Mahindra0XUV5000W6,Mahindra,2013,"5,49,900","52,8000kms",Diesel
Tata0Indigo0CS0eLX0BS0IV,Tata,2016,"1,50,000","1,04,0000kms",Diesel
Hyundai0i100Era,Hyundai,2011,"1,75,000","30,0000kms",Petrol
Tata0Indigo0eCS0LX0TDI0BS0III,Tata,2014,"95,000","1,95,0000kms",Diesel
Tata0Indigo0LX0TDI0BS0III,Tata,2016,"2,30,000","1,04,0000kms",Diesel
Tata0Indigo0eCS0LX0CR40BS0IV,Tata,2016,"2,30,000","1,04,0000kms",Diesel
Tata0Indigo0Marina0LS,Tata,2004,"1,80,000","70,0000kms",Diesel
Commercial0Chevrolet0Sail0Hatchback0ca,Commercial,o...,"2,25,000",,
Hyundai0Xcent0SX01.2,Hyundai,2015,"4,00,000","43,0000kms",Diesel
Hyundai0Eon0Magna0Plus,Hyundai,2013,"1,85,000","23,0000kms",Petrol
Renault0Duster0850PS0RxL0Diesel,Renault,2015,"3,85,000","51,0000kms",Diesel
Maruti0Suzuki0Alto0K100LXi0CNG,Maruti,2009,"90,000","62,0000kms",Petrol
Tata0Nano0LX0Special0Edition,Tata,2010,"32,000","48,0080kms",Petrol
Commercial0Car0Ta,Commercial,Zest,"3,71,500",,
Renault0Duster01100PS0RxZ0Diesel,Renault,2013,"4,35,000","39,0000kms",Diesel
Maruti0Suzuki0Wagon0R0AX0BSIV,Maruti,2010,"2,25,000","40,0000kms",Petrol
Maruti0Suzuki0Swift,Maruti,2006,"1,89,700","48,2470kms",Petrol
Maruti0Suzuki0Ertiga,Maruti,2012,"3,89,700","39,0000kms",Diesel
Maruti0Suzuki0Swift0VXi01.20ABS0BS0IV,Maruti,2014,"3,65,000","23,0000kms",Petrol
Maruti0Suzuki0Alto0K100New,Maruti,2017,"3,60,000","9,4000kms",Petrol
Hyundai0i200Magna,Hyundai,2010,"2,10,000","50,0000kms",Petrol
Hyundai0i100Magna01.2,Hyundai,2009,"1,70,000","75,0000kms",Petrol
tata0Indica,tata,sale,"1,30,000",,
Tata0Zest0XE0750PS0Diesel,Tata,2017,"3,80,000","70,0000kms",Diesel
Mahindra0Xylo0E8,Mahindra,2009,"2,95,000","64,0000kms",Diesel
Toyota0Corolla0Altis0GL0Petrol,Toyota,2010,"1,85,000","55,0000kms",Petrol
Tata0Manza0Aqua0Quadrajet,Tata,2014,"1,60,000","2,00,0000kms",Diesel
Mahindra0KUV1000K80D060STR,Mahindra,2018,Ask0For0Price,"7,5000kms",Diesel
Used0bt0new0conditions0ta,Used,Zest,"2,55,000",,
Renault0Kwid01.0,Renault,2018,"2,90,000","2,1370kms",Petrol
Sale0tata,Sale,ture,"1,00,000",,
Tata0Venture0EX080STR,Tata,2013,"1,00,000","30,0000kms",Diesel
Maruti0Suzuki0Swift0Dzire0Tour0LXi,Maruti,2014,"3,15,000","44,0000kms",Petrol
Maruti0Suzuki0Alto0LX0BSII,Maruti,2002,Ask0For0Price,"56,0000kms",Petrol
Skoda0Octavia0Classic01.90TDI0MT,Skoda,2006,"1,14,990","65,0000kms",Diesel
Maruti0Suzuki0Omni0LPG0BS0IV,Maruti,2012,"1,20,000","1,60,0000kms",LPG
Chevrolet0Beat0Diesel,Chevrolet,2011,"1,25,000","56,0000kms",Diesel
Tata0Sumo0Gold0EX0BS0IV,Tata,2012,"2,10,000","75,0000kms",Diesel
Tata0indigo020170top0model..,Tata,emi,"1,70,000",,
Hyundai0Verna01.60CRDI0SX,Hyundai,2018,"8,55,000","42,0000kms",Diesel
Tata0Sumo0Gold0EX0BS0IV,Tata,2012,"2,10,000","75,0000kms",Diesel
Mahindra0Scorpio02.60CRDe,Mahindra,2007,"2,60,000","56,0000kms",Diesel
Maruti0Suzuki0Zen0LXi0BS0III,Maruti,2002,"95,000","10,5440kms",Petrol
Maruti0Suzuki0Swift0Dzire0VXi01.20BS0IV,Maruti,2011,"2,55,000","64,0000kms",Petrol
Mahindra0Scorpio0SLX02.60Turbo080Str,Mahindra,2008,"3,00,000","70,0000kms",Diesel
Hyundai0Grand0i100Sportz01.20Kappa0VTVT,Hyundai,2014,"3,40,000","25,0000kms",Petrol
Hyundai0Elite0i200Sportz01.2,Hyundai,2017,"5,50,000","15,0000kms",Petrol
Ford0Ikon01.60Nxt,Ford,2003,"60,000","50,0000kms",Petrol
Hyundai0Elite0i200Sportz01.2,Hyundai,2015,Ask0For0Price,"49,5000kms",Petrol
Tata0indigo,Tata,car,"1,50,000",,
Toyota0Innova02.50V070STR,Toyota,2011,"7,50,000","1,47,0000kms",Diesel
Nissan0Sunny0XL,Nissan,2011,"2,30,000","52,0000kms",Petrol
Chevrolet0Beat0LT0Diesel,Chevrolet,2012,"1,30,000","90,0010kms",Diesel
Maruti0Suzuki0Alto08000Lxi,Maruti,2017,"2,70,000","21,0000kms",Petrol
Maruti0Suzuki0Swift0VDi0BS0IV,Maruti,2012,"2,80,000","48,0060kms",Diesel
Maruti0Suzuki0Swift0VDi0BS0IV,Maruti,2012,"2,80,000","48,0060kms",Diesel
Maruti0Suzuki0Swift,Maruti,2012,"2,80,000","48,0060kms",Diesel
very0good0condition0tata0bolts0are0av,very,able,"2,00,000",,
Toyota0Innova02.00G4,Toyota,2012,"6,00,000","80,0000kms",Diesel
Sale0Hyundai0xcent0commerc,Sale,no.,Ask0For0Price,,
Maruti0Suzuki0Swift0VDi0ABS,Maruti,2010,"1,90,000","74,0000kms",Diesel
Hyundai0Elite0i200Asta01.2,Hyundai,2015,"5,00,000","22,0000kms",Petrol
Mahindra0XUV5000W10,Mahindra,2016,"10,65,000","41,0000kms",Diesel
Volkswagen0Polo0Trendline01.5L0D,Volkswagen,2015,"3,50,000","25,0000kms",Diesel
Toyota0Etios0Liva0Diesel,Toyota,2012,"3,50,000","85,0000kms",Diesel
Mahindra0TUV3000T40Plus,Mahindra,2016,"5,40,000","29,5000kms",Diesel
Hyundai0Elite0i200Asta01.2,Hyundai,2015,"4,70,000","30,0000kms",Petrol
Hyundai0Santro0Xing0GLS,Hyundai,2014,"1,79,000","57,0000kms",Petrol
Maruti0Suzuki0Zen0LXi0BS0III,Maruti,2003,"48,000","60,0000kms",Petrol
Maruti0Suzuki0Ciaz0ZXi0Plus0RS,Maruti,2016,"6,50,000","50,0000kms",Petrol
Hyundai0Eon0Era0Plus,Hyundai,2013,"1,90,000","39,7000kms",Petrol
Hyundai0Elantra01.80S,Hyundai,2012,"5,00,000","65,0000kms",Petrol
Maruti0Suzuki0Swift0VDi,Maruti,2010,"2,70,000","67,0000kms",Diesel
Maruti0Suzuki0Zen0Estilo0LXI0Green0CNG,Maruti,2008,"1,25,000","46,0000kms",Petrol
Hyundai0Eon0Era0Plus,Hyundai,2012,"1,88,000","38,0000kms",Petrol
Hyundai0Grand0i100Magna01.20Kappa0VTVT,Hyundai,2016,"3,80,000","27,0000kms",Petrol
Hyundai0Verna0Fluidic0New,Hyundai,2011,"3,65,000","43,0000kms",Diesel
Ford0EcoSport0Trend01.5L0Ti0VCT,Ford,2014,"4,65,000","47,0000kms",Petrol
Hyundai0i200Magna,Hyundai,2011,"2,40,000","42,0000kms",Petrol
